page,column,type,text,bbox,fingerprint
14,9,text_line,"5""","{""x1"": 1518.9593505859375, ""y1"": 1231.9931640625, ""x2"": 1527.5948486328125, ""y2"": 1241.445068359375}",14-676644425407
14,9,text_line,"1""","{""x1"": 1549.679443359375, ""y1"": 1231.9931640625, ""x2"": 1558.31494140625, ""y2"": 1241.445068359375}",14-421814022832
14,9,text_line,"1""","{""x1"": 1559.8323974609375, ""y1"": 1311.724609375, ""x2"": 1569.2843017578125, ""y2"": 1320.360107421875}",14-421814022832
14,9,text_line,"5""","{""x1"": 1559.8323974609375, ""y1"": 1282.6846923828125, ""x2"": 1569.2843017578125, ""y2"": 1291.320068359375}",14-676644425407
14,9,text_line,"1""","{""x1"": 1559.8323974609375, ""y1"": 1251.964599609375, ""x2"": 1569.2843017578125, ""y2"": 1260.60009765625}",14-421814022832
14,9,text_line,"PL3/4""X7""X7"" BASE PLATE W/ (4)","{""x1"": 1308.5994873046875, ""y1"": 1336.201416015625, ""x2"": 1458.727783203125, ""y2"": 1345.745361328125}",14-254910030831
14,9,text_line,"3/8""⌀HILTI KWIK BOLT 3 EXPANSION","{""x1"": 1308.5994873046875, ""y1"": 1346.6961669921875, ""x2"": 1482.0084228515625, ""y2"": 1358.1053466796875}",14-622411487787
14,9,text_line,"ANCHORS (EMBED 3"" MIN.) CLEAN","{""x1"": 1308.5994873046875, ""y1"": 1359.84130859375, ""x2"": 1470.7335205078125, ""y2"": 1369.38525390625}",14-77768430541
14,9,text_line,HOLES PER MPII,"{""x1"": 1308.5994873046875, ""y1"": 1370.641357421875, ""x2"": 1385.4085693359375, ""y2"": 1380.185302734375}",14-867532699752
14,9,text_line,3/16,"{""x1"": 1364.7593994140625, ""y1"": 1237.414794921875, ""x2"": 1383.1510009765625, ""y2"": 1246.992919921875}",14-711260581141
14,9,text_line,COL TO,"{""x1"": 1310.279541015625, ""y1"": 1222.0849609375, ""x2"": 1345.892333984375, ""y2"": 1231.6243896484375}",14-583628051825
14,9,text_line,BASE PL,"{""x1"": 1306.1995849609375, ""y1"": 1233.0050048828125, ""x2"": 1345.9371337890625, ""y2"": 1242.54443359375}",14-999393498692
14,10,text_line,NOTE:,"{""x1"": 1626.959228515625, ""y1"": 1263.96142578125, ""x2"": 1656.248291015625, ""y2"": 1273.50537109375}",14-561677986622
14,10,text_line,GC OPTION TO PROVIDE CONSISTENT B.O.,"{""x1"": 1626.959228515625, ""y1"": 1274.88134765625, ""x2"": 1830.4881591796875, ""y2"": 1284.42529296875}",14-46594591931
14,10,text_line,"BASE PL ELEVATION AND HI-STRENGTH,","{""x1"": 1626.959228515625, ""y1"": 1285.681396484375, ""x2"": 1818.728515625, ""y2"": 1295.225341796875}",14-531404432221
14,10,text_line,NON-SHRINK GROUT UNDER BASE PLATES.,"{""x1"": 1626.959228515625, ""y1"": 1296.6014404296875, ""x2"": 1831.449462890625, ""y2"": 1306.1453857421875}",14-452442070903
14,10,text_line,"MAX. DEPTH OF GROUT = 2""","{""x1"": 1626.959228515625, ""y1"": 1307.4013671875, ""x2"": 1757.9017333984375, ""y2"": 1316.9453125}",14-859859584528
14,9,text_line,OUTSIDE FACE,"{""x1"": 1492.92431640625, ""y1"": 1151.5115966796875, ""x2"": 1502.463623046875, ""y2"": 1224.60009765625}",14-101635010253
14,9,text_line,OF CATWALK,"{""x1"": 1503.8443603515625, ""y1"": 1162.2052001953125, ""x2"": 1513.3836669921875, ""y2"": 1224.60009765625}",14-126239655430
14,15,text_line,CEC CORPORATION,"{""x1"": 2376.920654296875, ""y1"": 103.41051483154297, ""x2"": 2383.436279296875, ""y2"": 167.16064453125}",14-682416347767
14,15,text_line,WWW.CONNECTCEC.COM,"{""x1"": 2384.480712890625, ""y1"": 92.84595489501953, ""x2"": 2390.996337890625, ""y2"": 177.7205810546875}",14-846587878050
14,15,text_line,OK CA#: 32  EXP.:,"{""x1"": 2391.920654296875, ""y1"": 126.5869369506836, ""x2"": 2398.436279296875, ""y2"": 181.5606689453125}",14-140721580065
14,15,text_line,-06-30,"{""x1"": 2391.920654296875, ""y1"": 89.01299285888672, ""x2"": 2398.436279296875, ""y2"": 107.7606201171875}",14-449553720982
14,1,text_line,PLOT DATE:,"{""x1"": 96.09062194824219, ""y1"": 1480.3011474609375, ""x2"": 105.67391204833984, ""y2"": 1536.0}",14-709308296785
14,15,text_line,SUBMITTAL:,"{""x1"": 2286.329833984375, ""y1"": 998.9813842773438, ""x2"": 2295.9130859375, ""y2"": 1055.0400390625}",14-999002401133
14,15,text_line,REVISION HISTORY,"{""x1"": 2290.0498046875, ""y1"": 683.3805541992188, ""x2"": 2299.633056640625, ""y2"": 773.7600708007812}",14-28959821701
14,15,text_line,DATE:,"{""x1"": 2315.849853515625, ""y1"": 1027.0614013671875, ""x2"": 2325.43310546875, ""y2"": 1055.280029296875}",14-850122694592
14,15,text_line,PROJECT NO:,"{""x1"": 2328.68994140625, ""y1"": 990.7011108398438, ""x2"": 2338.273193359375, ""y2"": 1055.280029296875}",14-307910166460
14,15,text_line,DESIGNED BY:,"{""x1"": 2341.64990234375, ""y1"": 987.5814208984375, ""x2"": 2351.233154296875, ""y2"": 1055.280029296875}",14-181188101061
14,15,text_line,DRAWN BY:,"{""x1"": 2354.60986328125, ""y1"": 1000.7813720703125, ""x2"": 2364.193115234375, ""y2"": 1055.280029296875}",14-394154063924
14,15,text_line,APPROVED BY:,"{""x1"": 2367.56982421875, ""y1"": 983.3814697265625, ""x2"": 2377.153076171875, ""y2"": 1054.564697265625}",14-264974705707
14,15,text_line,SCALE:,"{""x1"": 2397.929931640625, ""y1"": 1021.0614624023438, ""x2"": 2407.51318359375, ""y2"": 1055.0400390625}",14-453555507431
14,15,text_line,SHEET,"{""x1"": 2327.759033203125, ""y1"": 1500.6947021484375, ""x2"": 2359.63525390625, ""y2"": 1510.2728271484375}",14-735744582390
14,15,text_line,AS INDICATED,"{""x1"": 2397.9296875, ""y1"": 908.2157592773438, ""x2"": 2407.512939453125, ""y2"": 974.7652587890625}",14-766301195641
14,15,text_line,SHEET NAME,"{""x1"": 2311.198974609375, ""y1"": 1424.2547607421875, ""x2"": 2373.369873046875, ""y2"": 1433.8328857421875}",14-665348990349
14,15,text_line,2026,"{""x1"": 2392.16064453125, ""y1"": 109.89299774169922, ""x2"": 2398.67626953125, ""y2"": 124.2005615234375}",14-45365263865
14,15,text_line,MAINTENANCE FACILITY,"{""x1"": 2301.887939453125, ""y1"": 1125.033447265625, ""x2"": 2320.7626953125, ""y2"": 1355.7601318359375}",14-39474388802
14,15,text_line,DISTRICT 2 - BRYAN COUNTY,"{""x1"": 2336.35302734375, ""y1"": 1153.609130859375, ""x2"": 2348.883056640625, ""y2"": 1332.840087890625}",14-885290995019
14,15,text_line,OKLAHOMA DEPARTMENT OF TRANSPORTATION,"{""x1"": 2360.593017578125, ""y1"": 1092.4403076171875, ""x2"": 2373.123046875, ""y2"": 1393.800048828125}",14-419693678259
14,15,text_line,"DURANT, OKLAHOMA","{""x1"": 2384.952880859375, ""y1"": 1178.0950927734375, ""x2"": 2397.48291015625, ""y2"": 1308.2401123046875}",14-84141052759
14,1,text_line,8/8/2025 11:47:01 AM,"{""x1"": 95.593017578125, ""y1"": 1384.1268310546875, ""x2"": 105.04493713378906, ""y2"": 1476.7200927734375}",14-422307020090
14,15,text_line,WS3.0,"{""x1"": 2305.0791015625, ""y1"": 1516.8336181640625, ""x2"": 2379.972412109375, ""y2"": 1541.7322998046875}",14-337132698612
14,15,text_line,240622,"{""x1"": 2328.809814453125, ""y1"": 944.483154296875, ""x2"": 2338.39306640625, ""y2"": 976.0802612304688}",14-758019377760
14,15,text_line,08/08/2025,"{""x1"": 2315.849853515625, ""y1"": 928.4031982421875, ""x2"": 2325.43310546875, ""y2"": 975.7202758789062}",14-877921342706
14,15,text_line,CS,"{""x1"": 2341.64990234375, ""y1"": 961.9014892578125, ""x2"": 2351.233154296875, ""y2"": 975.2402954101562}",14-813166759504
14,15,text_line,AH,"{""x1"": 2354.60986328125, ""y1"": 961.9755249023438, ""x2"": 2364.193115234375, ""y2"": 975.2449951171875}",14-749454232243
14,15,text_line,CS,"{""x1"": 2367.56982421875, ""y1"": 962.021484375, ""x2"": 2377.153076171875, ""y2"": 975.3602905273438}",14-813166759504
14,15,text_line,CONSTRUCTION,"{""x1"": 2288.1640625, ""y1"": 899.2410888671875, ""x2"": 2297.703369140625, ""y2"": 976.3202514648438}",14-505237870975
14,15,text_line,DOCUMENTS,"{""x1"": 2299.083984375, ""y1"": 914.4051513671875, ""x2"": 2308.623291015625, ""y2"": 976.3202514648438}",14-981437174190
14,15,text_line,WASH SHED,"{""x1"": 2303.759033203125, ""y1"": 1451.114990234375, ""x2"": 2380.47607421875, ""y2"": 1463.6436767578125}",14-905604931754
14,15,text_line,CATWALK DETAILS,"{""x1"": 2283.35888671875, ""y1"": 1465.155029296875, ""x2"": 2400.54736328125, ""y2"": 1477.6837158203125}",14-870687958807
14,5,text_line,"SCALE : 1/2"" = 1'-0""","{""x1"": 745.0797119140625, ""y1"": 425.2551574707031, ""x2"": 829.94091796875, ""y2"": 434.9502258300781}",14-605021154480
14,5,text_line,1,"{""x1"": 709.919677734375, ""y1"": 414.2904968261719, ""x2"": 720.4131469726562, ""y2"": 433.1636962890625}",14-108975176453
14,5,text_line,CATWALK FRAMING PLAN,"{""x1"": 742.7996826171875, ""y1"": 403.6100769042969, ""x2"": 982.0257568359375, ""y2"": 422.4837341308594}",14-606286354838
14,5,text_line,"SCALE : 1/2"" = 1'-0""","{""x1"": 745.0797119140625, ""y1"": 1001.3857421875, ""x2"": 829.94091796875, ""y2"": 1011.0700073242188}",14-605021154480
14,7,text_line,1/ WS3.0,"{""x1"": 1126.319580078125, ""y1"": 1001.5057373046875, ""x2"": 1165.69580078125, ""y2"": 1011.0700073242188}",14-18662373562
14,5,text_line,2,"{""x1"": 709.919677734375, ""y1"": 990.4102783203125, ""x2"": 720.4131469726562, ""y2"": 1009.283447265625}",14-153041617663
14,5,text_line,CATWALK SIDE ELEVATION,"{""x1"": 742.7996826171875, ""y1"": 979.7300415039062, ""x2"": 995.70703125, ""y2"": 998.603515625}",14-808743273076
14,3,text_line,"SCALE : 1"" = 1'-0""","{""x1"": 537.479736328125, ""y1"": 1441.9056396484375, ""x2"": 614.6611328125, ""y2"": 1451.58984375}",14-710708476606
14,5,text_line,3/ WS3.0,"{""x1"": 918.8392333984375, ""y1"": 1442.025634765625, ""x2"": 958.2153930664062, ""y2"": 1451.58984375}",14-766234019681
14,3,text_line,4,"{""x1"": 502.4397888183594, ""y1"": 1430.9300537109375, ""x2"": 512.9332885742188, ""y2"": 1449.80322265625}",14-422337128851
14,4,text_line,FRAMING CONNX. DETAIL,"{""x1"": 535.3197631835938, ""y1"": 1420.2498779296875, ""x2"": 772.6139526367188, ""y2"": 1439.123291015625}",14-640519219739
14,11,text_line,"SCALE : 1/2"" = 1'-0""","{""x1"": 1759.0792236328125, ""y1"": 1001.3857421875, ""x2"": 1844.0609130859375, ""y2"": 1011.0700073242188}",14-605021154480
14,10,text_line,3,"{""x1"": 1724.039306640625, ""y1"": 990.4102783203125, ""x2"": 1734.5328369140625, ""y2"": 1009.283447265625}",14-689000603333
14,12,text_line,CATWALK END ELEVATION,"{""x1"": 1756.9193115234375, ""y1"": 979.7300415039062, ""x2"": 2005.7462158203125, ""y2"": 998.603515625}",14-215159920381
14,9,text_line,"SCALE : 1"" = 1'-0""","{""x1"": 1376.7593994140625, ""y1"": 1441.9056396484375, ""x2"": 1453.8209228515625, ""y2"": 1451.58984375}",14-710708476606
14,9,text_line,5,"{""x1"": 1341.599365234375, ""y1"": 1430.9300537109375, ""x2"": 1352.0928955078125, ""y2"": 1449.80322265625}",14-87854373185
14,9,text_line,CATWALK COLUMN BASE PLATE DETAIL,"{""x1"": 1374.599365234375, ""y1"": 1420.2498779296875, ""x2"": 1746.0540771484375, ""y2"": 1439.123291015625}",14-232587940381
14,15,text_line,NO.,"{""x1"": 2313.856689453125, ""y1"": 838.0031127929688, ""x2"": 2323.631103515625, ""y2"": 854.8803100585938}",14-793410341843
14,15,text_line,DESCRIPTION,"{""x1"": 2313.856689453125, ""y1"": 763.343505859375, ""x2"": 2323.631103515625, ""y2"": 827.88037109375}",14-189971782132
14,15,text_line,DATE,"{""x1"": 2313.856689453125, ""y1"": 603.681396484375, ""x2"": 2323.631103515625, ""y2"": 629.5208129882812}",14-362835681176
14,15,text_line,08-08-2025,"{""x1"": 2321.471923828125, ""y1"": 500.4169616699219, ""x2"": 2372.331298828125, ""y2"": 514.9369506835938}",14-832186543801
15,4,text_line,3,"{""x1"": 770.826904296875, ""y1"": 1658.3624267578125, ""x2"": 777.6979370117188, ""y2"": 1661.88037109375}",15-689000603333
15,1,text_line,3,"{""x1"": 258.6671142578125, ""y1"": 1648.0423583984375, ""x2"": 265.5381774902344, ""y2"": 1651.560302734375}",15-689000603333
15,1,text_line,3,"{""x1"": 278.48193359375, ""y1"": 1426.7476806640625, ""x2"": 281.9998779296875, ""y2"": 1433.6187744140625}",15-689000603333
15,4,text_line,3,"{""x1"": 737.9629516601562, ""y1"": 1426.7476806640625, ""x2"": 741.4808959960938, ""y2"": 1433.6187744140625}",15-689000603333
15,4,text_line,4,"{""x1"": 740.7217407226562, ""y1"": 631.26806640625, ""x2"": 744.2396850585938, ""y2"": 638.1390991210938}",15-422337128851
15,1,text_line,4,"{""x1"": 299.1227722167969, ""y1"": 631.26806640625, ""x2"": 302.6407165527344, ""y2"": 638.1390991210938}",15-422337128851
15,1,text_line,1,"{""x1"": 155.80130004882812, ""y1"": 1692.0950927734375, ""x2"": 164.0972442626953, ""y2"": 1696.080322265625}",15-108975176453
15,6,text_line,1,"{""x1"": 898.0009765625, ""y1"": 1692.0950927734375, ""x2"": 906.2969360351562, ""y2"": 1696.080322265625}",15-108975176453
15,1,text_line,2,"{""x1"": 155.80130004882812, ""y1"": 1449.2152099609375, ""x2"": 164.0972442626953, ""y2"": 1453.200439453125}",15-153041617663
15,6,text_line,2,"{""x1"": 898.0009765625, ""y1"": 1449.2152099609375, ""x2"": 906.2969360351562, ""y2"": 1453.200439453125}",15-153041617663
15,1,text_line,3,"{""x1"": 155.80130004882812, ""y1"": 1287.2152099609375, ""x2"": 164.0972442626953, ""y2"": 1291.200439453125}",15-689000603333
15,6,text_line,3,"{""x1"": 898.0009765625, ""y1"": 1287.2152099609375, ""x2"": 906.2969360351562, ""y2"": 1291.200439453125}",15-689000603333
15,1,text_line,4,"{""x1"": 155.80130004882812, ""y1"": 1125.3353271484375, ""x2"": 164.0972442626953, ""y2"": 1129.320556640625}",15-422337128851
15,6,text_line,4,"{""x1"": 898.0009765625, ""y1"": 1125.3353271484375, ""x2"": 906.2969360351562, ""y2"": 1129.320556640625}",15-422337128851
15,1,text_line,5,"{""x1"": 155.80130004882812, ""y1"": 963.3353881835938, ""x2"": 164.0972442626953, ""y2"": 967.320556640625}",15-87854373185
15,6,text_line,5,"{""x1"": 898.0009765625, ""y1"": 963.3353881835938, ""x2"": 906.2969360351562, ""y2"": 967.320556640625}",15-87854373185
15,1,text_line,6,"{""x1"": 155.80130004882812, ""y1"": 801.4555053710938, ""x2"": 164.0972442626953, ""y2"": 805.440673828125}",15-962810880109
15,6,text_line,6,"{""x1"": 898.0009765625, ""y1"": 801.4555053710938, ""x2"": 906.2969360351562, ""y2"": 805.440673828125}",15-962810880109
15,1,text_line,7,"{""x1"": 155.80130004882812, ""y1"": 639.4555053710938, ""x2"": 164.0972442626953, ""y2"": 643.440673828125}",15-898384968342
15,6,text_line,7,"{""x1"": 898.0009765625, ""y1"": 639.4555053710938, ""x2"": 906.2969360351562, ""y2"": 643.440673828125}",15-898384968342
15,1,text_line,C,"{""x1"": 244.3255157470703, ""y1"": 1739.567626953125, ""x2"": 252.66751098632812, ""y2"": 1744.80029296875}",15-599442548231
15,1,text_line,C,"{""x1"": 244.3255157470703, ""y1"": 583.3681030273438, ""x2"": 252.66751098632812, ""y2"": 588.6007080078125}",15-599442548231
15,4,text_line,A,"{""x1"": 784.1231689453125, ""y1"": 1739.7825927734375, ""x2"": 792.4163818359375, ""y2"": 1744.560302734375}",15-149390680414
15,4,text_line,A,"{""x1"": 784.1231689453125, ""y1"": 583.7030639648438, ""x2"": 792.4163818359375, ""y2"": 588.480712890625}",15-149390680414
15,2,text_line,B,"{""x1"": 514.2432250976562, ""y1"": 1739.7825927734375, ""x2"": 522.5364379882812, ""y2"": 1744.560302734375}",15-881649860292
15,2,text_line,B,"{""x1"": 514.2432250976562, ""y1"": 583.7030639648438, ""x2"": 522.5364379882812, ""y2"": 588.480712890625}",15-881649860292
15,1,text_line,P1V,"{""x1"": 364.65020751953125, ""y1"": 1416.615966796875, ""x2"": 373.1922302246094, ""y2"": 1428.48046875}",15-974727980528
15,1,text_line,L1,"{""x1"": 277.447509765625, ""y1"": 1617.330078125, ""x2"": 287.0238342285156, ""y2"": 1627.92041015625}",15-527106589007
15,4,text_line,L1,"{""x1"": 752.1672973632812, ""y1"": 1623.330078125, ""x2"": 761.74365234375, ""y2"": 1633.92041015625}",15-527106589007
15,1,text_line,L1,"{""x1"": 263.0475158691406, ""y1"": 1393.7701416015625, ""x2"": 272.62384033203125, ""y2"": 1404.3604736328125}",15-527106589007
15,1,text_line,L1,"{""x1"": 271.0874938964844, ""y1"": 666.2105102539062, ""x2"": 280.663818359375, ""y2"": 676.80078125}",15-527106589007
15,4,text_line,L1,"{""x1"": 717.247314453125, ""y1"": 664.5304565429688, ""x2"": 726.8236694335938, ""y2"": 675.1207275390625}",15-527106589007
15,4,text_line,L1,"{""x1"": 717.247314453125, ""y1"": 1384.41015625, ""x2"": 726.8236694335938, ""y2"": 1395.00048828125}",15-527106589007
15,4,text_line,L2,"{""x1"": 758.8873291015625, ""y1"": 1541.489990234375, ""x2"": 768.4636840820312, ""y2"": 1552.080322265625}",15-289770774682
15,3,text_line,C1,"{""x1"": 609.5241088867188, ""y1"": 1348.2994384765625, ""x2"": 619.0531005859375, ""y2"": 1358.280517578125}",15-895076557680
15,1,text_line,C1,"{""x1"": 392.0842590332031, ""y1"": 1368.8194580078125, ""x2"": 401.61322021484375, ""y2"": 1378.800537109375}",15-895076557680
15,3,text_line,C1,"{""x1"": 609.5241088867188, ""y1"": 1186.2994384765625, ""x2"": 619.0531005859375, ""y2"": 1196.280517578125}",15-895076557680
15,1,text_line,C1,"{""x1"": 385.7242431640625, ""y1"": 1186.2994384765625, ""x2"": 395.2532043457031, ""y2"": 1196.280517578125}",15-895076557680
15,3,text_line,C1,"{""x1"": 609.5241088867188, ""y1"": 1024.4195556640625, ""x2"": 619.0531005859375, ""y2"": 1034.400634765625}",15-895076557680
15,1,text_line,C1,"{""x1"": 385.7242431640625, ""y1"": 1024.4195556640625, ""x2"": 395.2532043457031, ""y2"": 1034.400634765625}",15-895076557680
15,3,text_line,C1,"{""x1"": 609.5241088867188, ""y1"": 862.4195556640625, ""x2"": 619.0531005859375, ""y2"": 872.400634765625}",15-895076557680
15,1,text_line,C1,"{""x1"": 385.7242431640625, ""y1"": 862.4195556640625, ""x2"": 395.2532043457031, ""y2"": 872.400634765625}",15-895076557680
15,3,text_line,C1,"{""x1"": 609.5241088867188, ""y1"": 700.5396728515625, ""x2"": 619.0531005859375, ""y2"": 710.520751953125}",15-895076557680
15,1,text_line,C1,"{""x1"": 385.7242431640625, ""y1"": 700.5396728515625, ""x2"": 395.2532043457031, ""y2"": 710.520751953125}",15-895076557680
15,1,text_line,N1,"{""x1"": 373.4842529296875, ""y1"": 613.1796875, ""x2"": 383.0132141113281, ""y2"": 623.1607666015625}",15-18790902650
15,3,text_line,N1,"{""x1"": 650.4441528320312, ""y1"": 613.1796875, ""x2"": 659.97314453125, ""y2"": 623.1607666015625}",15-18790902650
15,1,text_line,N1E,"{""x1"": 230.431396484375, ""y1"": 1575.8948974609375, ""x2"": 239.97695922851562, ""y2"": 1591.080322265625}",15-160311351302
15,1,text_line,N1,"{""x1"": 370.9513244628906, ""y1"": 1712.364013671875, ""x2"": 380.49688720703125, ""y2"": 1722.3603515625}",15-18790902650
15,3,text_line,N1,"{""x1"": 649.8312377929688, ""y1"": 1712.364013671875, ""x2"": 659.3768310546875, ""y2"": 1722.3603515625}",15-18790902650
15,4,text_line,N1E,"{""x1"": 795.1511840820312, ""y1"": 1565.6949462890625, ""x2"": 804.69677734375, ""y2"": 1580.88037109375}",15-160311351302
15,1,text_line,L2,"{""x1"": 217.32752990722656, ""y1"": 1544.1300048828125, ""x2"": 226.9038543701172, ""y2"": 1554.7203369140625}",15-289770774682
15,3,text_line,C1,"{""x1"": 675.6311645507812, ""y1"": 1643.60400390625, ""x2"": 685.1767578125, ""y2"": 1653.600341796875}",15-895076557680
15,2,text_line,C1,"{""x1"": 531.6312255859375, ""y1"": 1653.0841064453125, ""x2"": 541.1768188476562, ""y2"": 1663.080322265625}",15-895076557680
15,1,text_line,C1,"{""x1"": 387.7513427734375, ""y1"": 1653.0841064453125, ""x2"": 397.2969055175781, ""y2"": 1663.080322265625}",15-895076557680
15,3,text_line,C1,"{""x1"": 675.6311645507812, ""y1"": 1482.2042236328125, ""x2"": 685.1767578125, ""y2"": 1492.200439453125}",15-895076557680
15,2,text_line,C1,"{""x1"": 531.6312255859375, ""y1"": 1482.2042236328125, ""x2"": 541.1768188476562, ""y2"": 1492.200439453125}",15-895076557680
15,1,text_line,C1,"{""x1"": 387.7513427734375, ""y1"": 1482.2042236328125, ""x2"": 397.2969055175781, ""y2"": 1492.200439453125}",15-895076557680
15,1,text_line,P1V-1,"{""x1"": 271.92095947265625, ""y1"": 1460.9609375, ""x2"": 281.5057067871094, ""y2"": 1487.5205078125}",15-897802392005
15,1,text_line,P1V-3,"{""x1"": 320.8809814453125, ""y1"": 555.3211669921875, ""x2"": 330.4657287597656, ""y2"": 581.8807373046875}",15-981537224209
15,1,text_line,P1V-3,"{""x1"": 310.0809631347656, ""y1"": 1545.2008056640625, ""x2"": 319.66571044921875, ""y2"": 1571.7603759765625}",15-981537224209
15,1,text_line,P1V-5,"{""x1"": 308.5209655761719, ""y1"": 1299.44091796875, ""x2"": 318.105712890625, ""y2"": 1326.00048828125}",15-95367316609
15,2,text_line,"DAMP ENVIRONMENT, USE","{""x1"": 491.7781066894531, ""y1"": 821.3805541992188, ""x2"": 501.3406677246094, ""y2"": 927.2406005859375}",15-800362683803
15,2,text_line,"EMT CONDUIT,","{""x1"": 502.8180847167969, ""y1"": 868.0606079101562, ""x2"": 512.3806762695312, ""y2"": 927.2406005859375}",15-974171864084
15,2,text_line,COMPRESSION FITTINGS,"{""x1"": 513.8580932617188, ""y1"": 827.5003051757812, ""x2"": 523.420654296875, ""y2"": 927.2406005859375}",15-205334798486
15,2,text_line,AND WEATHERTIGHT BELL,"{""x1"": 525.01806640625, ""y1"": 821.9757690429688, ""x2"": 534.5806274414062, ""y2"": 927.2406005859375}",15-665983511981
15,2,text_line,BOXES.,"{""x1"": 536.0580444335938, ""y1"": 897.8202514648438, ""x2"": 545.62060546875, ""y2"": 927.2406005859375}",15-364270998265
15,2,text_line,WET ENVIRONMENT. USE,"{""x1"": 451.4658508300781, ""y1"": 1525.6607666015625, ""x2"": 461.0184631347656, ""y2"": 1626.2403564453125}",15-382311291535
15,2,text_line,GRC WHEN EXPOSED.,"{""x1"": 462.505859375, ""y1"": 1540.3006591796875, ""x2"": 472.0584716796875, ""y2"": 1626.2403564453125}",15-446760574407
15,1,text_line,EM2,"{""x1"": 385.10736083984375, ""y1"": 1419.1995849609375, ""x2"": 394.6580505371094, ""y2"": 1435.3204345703125}",15-578834518536
15,1,text_line,VIA PHOTOCELL,"{""x1"": 323.191162109375, ""y1"": 1525.2840576171875, ""x2"": 332.7369689941406, ""y2"": 1587.96044921875}",15-139090569367
15,1,text_line,VIA PHOTOCELL,"{""x1"": 335.0711669921875, ""y1"": 536.3643188476562, ""x2"": 344.6169738769531, ""y2"": 599.040771484375}",15-139090569367
15,4,text_line,XW1,"{""x1"": 761.0736694335938, ""y1"": 1666.76708984375, ""x2"": 770.6160278320312, ""y2"": 1683.72021484375}",15-690963517644
15,1,text_line,XW1,"{""x1"": 267.513916015625, ""y1"": 1677.80712890625, ""x2"": 277.0562438964844, ""y2"": 1694.76025390625}",15-690963517644
15,1,text_line,LIGHTING PLAN NOTES,"{""x1"": 162.43898010253906, ""y1"": 419.9328918457031, ""x2"": 171.994873046875, ""y2"": 510.8408203125}",15-70298464886
15,1,text_line,A.,"{""x1"": 186.50340270996094, ""y1"": 501.0967102050781, ""x2"": 196.05929565429688, ""y2"": 510.8408203125}",15-804206144484
15,1,text_line,ALL RECESSED LIGHTING FIXTURES IN LAY-IN CEILINGS SHALL BE,"{""x1"": 186.50340270996094, ""y1"": 234.2235565185547, ""x2"": 196.05929565429688, ""y2"": 492.8408203125}",15-267833052805
15,1,text_line,INSTALLED WITH 6' LONG FLEXIBLE METAL CONDUIT.,"{""x1"": 197.54339599609375, ""y1"": 287.5043029785156, ""x2"": 207.0992889404297, ""y2"": 492.8408203125}",15-438261893759
15,1,text_line,B.,"{""x1"": 208.58338928222656, ""y1"": 501.1014709472656, ""x2"": 218.1392822265625, ""y2"": 510.8408203125}",15-439487621250
15,1,text_line,ALL MOUNTING HEIGHTS FOR LIGHTING FIXTURES ARE TO THE BOTTOM,"{""x1"": 208.58338928222656, ""y1"": 208.7775115966797, ""x2"": 218.1392822265625, ""y2"": 492.8408203125}",15-625478480714
15,1,text_line,OF THE FIXTURES UNLESS INDICATED OTHERWISE.,"{""x1"": 219.74339294433594, ""y1"": 292.4244689941406, ""x2"": 229.29928588867188, ""y2"": 492.8408203125}",15-997259595307
15,1,text_line,C.,"{""x1"": 230.7833709716797, ""y1"": 500.7416076660156, ""x2"": 240.33926391601562, ""y2"": 510.8408203125}",15-284548877055
15,1,text_line,SEE ARCHITECTURAL EXTERIOR ELEVATIONS FOR MOUNTING HEIGHTS,"{""x1"": 230.7833709716797, ""y1"": 211.1822967529297, ""x2"": 240.33926391601562, ""y2"": 492.8408203125}",15-295192010449
15,1,text_line,OF EXTERIOR LIGHTING FIXTURES.,"{""x1"": 241.82337951660156, ""y1"": 356.2630920410156, ""x2"": 251.3792724609375, ""y2"": 492.8408203125}",15-567276706227
15,1,text_line,D.,"{""x1"": 252.8633575439453, ""y1"": 500.7416076660156, ""x2"": 262.41925048828125, ""y2"": 510.8408203125}",15-433586613395
15,1,text_line,LOWER CASE SUBSCRIPTS INDICATE SWITCH SCHEME.,"{""x1"": 252.8633575439453, ""y1"": 275.7442932128906, ""x2"": 262.41925048828125, ""y2"": 492.8408203125}",15-581261446415
15,7,text_line,LIGHTING FIXTURE NOTES,"{""x1"": 1329.4310302734375, ""y1"": 1310.212158203125, ""x2"": 1338.994384765625, ""y2"": 1413.48046875}",15-80680768023
15,7,text_line,1.,"{""x1"": 1342.45703125, ""y1"": 1404.701171875, ""x2"": 1352.0205078125, ""y2"": 1413.48046875}",15-772058239366
15,7,text_line,SPECIFIED FIXTURES INDICATE DESIGN INTENT.  SUBSTITUTIONS ARE WELCOME.  NO PRE-APPROVAL REQUIRED.  ENGINEER WILL REVIEW ONE LIGHTING SUBMITTAL PACKAGE DURING SUBMITTAL PHASE.  IF,"{""x1"": 1342.45703125, ""y1"": 582.3361206054688, ""x2"": 1352.0205078125, ""y2"": 1395.48046875}",15-707837132093
15,7,text_line,"SUBSTITUTIONS ARE DEEMED NOT EQUAL TO SPECIFIED FIXTURE, CONTRACTOR SHALL PROVIDE SPECIFIED FIXTURE.","{""x1"": 1353.6170654296875, ""y1"": 930.5816040039062, ""x2"": 1363.1805419921875, ""y2"": 1395.48046875}",15-466148158258
