global_index,page,column,visual_note_id,visual_region,is_repeated,repeated_group_id,repeated_occurrences,text_preview,text,label
1072,16,,,,yes,RN4,19,PLOT DATE:,PLOT DATE:,
1073,16,,,,yes,RN115,2,8/6/2025 14:56,8/6/2025 14:56,
1074,17,,,,no,,1,RADIANT TUBE HEATER  SCHEDULE,RADIANT TUBE HEATER  SCHEDULE,
1075,17,,,,yes,RN12,16,OK CA#: 32  EXP.:,OK CA#: 32  EXP.:,
1076,17,,,,yes,RN23,5,-06-30 WWW.CONNECTCEC.COM,"-06-30
WWW.CONNECTCEC.COM",
1077,17,,,,no,,1,MARK INPUT CAPACITY (BTUH),"MARK
INPUT
CAPACITY
(BTUH)",
1078,17,,,,no,,1,FUEL SERVES MOUNTING / MOUNTING ANGLE MOUNTING HEIGHT (FT) OVERALL LENGTH (FT),"FUEL
SERVES
MOUNTING /
MOUNTING ANGLE
MOUNTING
HEIGHT (FT)
OVERALL
LENGTH
(FT)",
1079,17,,,,no,,1,VOLTS / PHASE AMPS MFG MODEL NOTES,"VOLTS
/ PHASE
AMPS
MFG
MODEL
NOTES",
1080,17,,,,yes,RN27,4,CEC CORPORATION 2026,"CEC CORPORATION
2026",
1081,17,,,,no,,1,"TH-W1 80,000 PROP.","TH-W1
80,000
PROP.",
1082,17,,,,yes,RN184,2,WASH BAY CEILING SUSPENDED / 0° NOTE 3 21 120/1,"WASH BAY
CEILING
SUSPENDED / 0°
NOTE 3
21
120/1",
1083,17,,,,yes,RN88,2,"1.5 SCHWANK SPW-JS-80-20 1,2,3","1.5
SCHWANK
SPW-JS-80-20
1,2,3",
1084,17,,,,no,,1,"TH-W2 80,000 PROP.","TH-W2
80,000
PROP.",
1085,17,,,,yes,RN184,2,WASH BAY CEILING SUSPENDED / 0° NOTE 3 21 120/1,"WASH BAY
CEILING
SUSPENDED / 0°
NOTE 3
21
120/1",
1086,17,,,,yes,RN88,2,"1.5 SCHWANK SPW-JS-80-20 1,2,3","1.5
SCHWANK
SPW-JS-80-20
1,2,3",
1087,17,,,,no,,2,NOTES:,NOTES:,
1088,17,,,,no,,10,1,1,
1089,17,,,,no,,1,"PROVIDE COMBUSTION AIR DUCT AND GAS FLUE ROOF TERMINATIONS, HEAT REFLECTORS, AND DEDICATED THERMOSTAT. INSTALL WITH H...","PROVIDE COMBUSTION AIR DUCT AND GAS FLUE ROOF TERMINATIONS, HEAT REFLECTORS, AND DEDICATED THERMOSTAT. INSTALL WITH HARDWIRED
POWER CONNECTIONS (REF ELECTRICAL PLANS). COMPLY WITH MANUFACTURER RECOMMENDED CLEARANCES AND INSTALLATION INSTRUCTIONS.",
1090,17,,,,no,,8,2,2,
1091,17,,,,no,,1,PROVIDE SCHWANK JS-0570-XX NEMA 4X RATED THERMOSTAT.,PROVIDE SCHWANK JS-0570-XX NEMA 4X RATED THERMOSTAT.,
1092,17,,,,no,,7,3,3,
1093,17,,,,no,,1,"MAXIMIZE UNIT HEIGHT WITHIN SPACE, WHILE MAINTAINING ALL CLEARANCE REQUIREMENTS WITH BUILDING COMPONENTS, LIGHTING, D...","MAXIMIZE UNIT HEIGHT WITHIN SPACE, WHILE MAINTAINING ALL CLEARANCE REQUIREMENTS WITH BUILDING COMPONENTS, LIGHTING, DOORS, ETC.",
1094,17,,,,no,,1,APPROXIMATE HEIGHT IS 13 FEET A.F.F..,APPROXIMATE HEIGHT IS 13 FEET A.F.F..,
1095,17,,,,yes,RN157,2,NOTE:  EQUIPMENT ON THIS SHEET HAS BEEN USED AS THE BASIS OF DESIGN. COMPETITIVE BIDDING IS DESIRED. ALL EQUIPMENT SU...,"NOTE:  EQUIPMENT ON THIS SHEET HAS BEEN USED AS THE BASIS OF
DESIGN. COMPETITIVE BIDDING IS DESIRED. ALL EQUIPMENT
SUBSTITUTIONS WILL BE SUBJECT TO OWNER/ARCHITECT/ENGINEER
SUBMITTAL REVIEW PROCESS TO DETERMINE AS EQUAL.",
1096,17,,,,no,,18,NO.,NO.,
1097,17,,,,yes,RN6,18,DESCRIPTION DATE,"DESCRIPTION
DATE",
1098,17,,,,no,,23,1,1,
1099,17,,,,no,,21,2,2,
1100,17,,,,yes,RN8,18,SUBMITTAL: REVISION HISTORY,"SUBMITTAL:
REVISION HISTORY",
1101,17,,,,no,,7,C C,"C
C",
1102,17,,,,no,,3,T,T,
1103,17,,,,yes,RN138,2,EXTEND COMBUSTION AIR DUCT THRU ROOF. TERMINATE WITH MANUFACTURER APPROVED ROOF CAP.,"EXTEND COMBUSTION AIR DUCT
THRU ROOF. TERMINATE WITH
MANUFACTURER APPROVED
ROOF CAP.",
1104,17,,,,no,,2,TH-W1,TH-W1,
1105,17,,,,yes,RN1,19,CONSTRUCTION DOCUMENTS,"CONSTRUCTION
DOCUMENTS",
1106,17,,,,yes,RN5,18,AS INDICATED,AS INDICATED,
1107,17,,,,yes,RN102,2,240621 08/08/2025,"240621
08/08/2025",
1108,17,,,,yes,RN136,2,EDZ BAH EDZ,"EDZ
BAH
EDZ",
1109,17,,,,yes,RN187,2,Wash Bay 1,"Wash
Bay
1",
1110,17,,,,no,,1,EXTEND FLUE VENT THRU ROOF.,EXTEND FLUE VENT THRU ROOF.,
1111,17,,,,no,,1,TERMINATE WITH MANUFACTURER APPROVED ROOF CAP.,"TERMINATE WITH MANUFACTURER
APPROVED ROOF CAP.",
1112,17,,,,yes,RN13,15,DATE: PROJECT NO: DESIGNED BY: DRAWN BY: APPROVED BY:,"DATE:
PROJECT NO:
DESIGNED BY:
DRAWN BY:
APPROVED BY:",
1113,17,,,,no,,19,SCALE:,SCALE:,
1114,17,,,,no,,7,B B,"B
B",
1115,17,,,,yes,RN3,19,OKLAHOMA DEPARTMENT OF TRANSPORTATION,OKLAHOMA DEPARTMENT OF TRANSPORTATION,
1116,17,,,,yes,RN2,19,MAINTENANCE FACILITY,MAINTENANCE FACILITY,
1117,17,,,,yes,RN132,2,DISTRICT 4 - LOGAN COUNTY,DISTRICT 4 - LOGAN COUNTY,
1118,17,,,,yes,RN142,2,"GUTHRIE, OKLAHOMA","GUTHRIE, OKLAHOMA",
1119,17,,,,no,,2,TH-W2,TH-W2,
1120,17,,,,yes,RN138,2,EXTEND COMBUSTION AIR DUCT THRU ROOF. TERMINATE WITH MANUFACTURER APPROVED ROOF CAP.,"EXTEND COMBUSTION AIR DUCT
THRU ROOF. TERMINATE WITH
MANUFACTURER APPROVED
ROOF CAP.",
1121,17,,,,no,,3,T,T,
1122,17,,,,no,,8,A A,"A
A",
1123,17,,,,yes,RN116,2,8/7/2025 13:52,8/7/2025 13:52,
1124,17,,,,no,,23,1,1,
1125,17,,,,no,,21,2,2,
1126,17,,,,yes,RN7,18,SHEET NAME,SHEET NAME,
1127,17,,,,no,,1,"WASH SHED MECHANICAL PLAN SEE CIVIL PLAN FOR TRUE NORTH 1/8"" = 1'-0"" 1 WASH SHED - MECHANICAL PLAN","WASH SHED
MECHANICAL PLAN
SEE CIVIL PLAN
FOR TRUE NORTH
1/8"" = 1'-0""
1
WASH SHED - MECHANICAL PLAN",
1128,17,,,,yes,RN4,19,PLOT DATE:,PLOT DATE:,
1129,17,,,,no,,1,SHEET WM1.0,"SHEET
WM1.0",
1130,18,,,,no,,1,PLUMBING FIXTURE SCHEDULE,PLUMBING FIXTURE SCHEDULE,
1131,18,,,,yes,RN12,16,OK CA#: 32  EXP.:,OK CA#: 32  EXP.:,
1132,18,,,,yes,RN20,7,-06-30 WWW.CONNECTCEC.COM CEC CORPORATION 2026,"-06-30
WWW.CONNECTCEC.COM
CEC CORPORATION
2026",
1133,18,,,,no,,1,"MARK TYPE MOUNTING WASTE VENT CW HW CA MFG MODEL DESCRIPTION FD-01 FLOOR DRAIN FLOOR 3"" 2""","MARK
TYPE
MOUNTING
WASTE
VENT
CW
HW
CA
MFG
MODEL
DESCRIPTION
FD-01
FLOOR DRAIN
FLOOR
3""
2""",
1134,18,,,,no,,25,--,--,
1135,18,,,,no,,25,--,--,
1136,18,,,,no,,1,#NAME?,"--
WADE
W1100-DA5
CAST IRON FLOOR DRAIN W/FLANGE, INTEGRAL REVERSIBLE CLAMPING COLLAR, SEEPAGE OPENINGS, PLUGGED
PRIMER TAP, AND 6"" DIAMETER NICKEL BRONZE STRAINER WITH VANDAL PROOF SCREWS. PROVIDE PRO VENT
SYSTEMS TRAP GUARD, OR APPROVED EQUAL.",
1137,18,,,,no,,1,"FD-02 FLOOR DRAIN - HEAVY DUTY GRATE FLOOR 3"" 2""","FD-02
FLOOR DRAIN -
HEAVY DUTY GRATE
FLOOR
3""
2""",
1138,18,,,,no,,25,--,--,
1139,18,,,,no,,25,--,--,
1140,18,,,,no,,1,#NAME?,"--
WADE
W1100-DA5-X
HEAVY DUTY RATED CAST IRON FLOOR DRAIN W/FLANGE, INTEGRAL REVERSIBLE CLAMPING COLLAR, SEEPAGE
OPENINGS, PLUGGED PRIMER TAP, AND 6"" DIAMETER NICKEL BRONZE STRAINER WITH VANDAL PROOF SCREWS.",
1141,18,,,,no,,1,"PROVIDE PRO VENT SYSTEMS TRAP GUARD, OR APPROVED EQUAL.","PROVIDE PRO VENT SYSTEMS TRAP GUARD, OR APPROVED EQUAL.",
1142,18,,,,no,,1,OWNER PROVIDED EQUIPMENT LIST,OWNER PROVIDED EQUIPMENT LIST,
1143,18,,,,no,,1,"FS FLOOR SINK FLOOR SEE PLANS 2""","FS
FLOOR SINK
FLOOR
SEE
PLANS
2""",
1144,18,,,,no,,25,--,--,
1145,18,,,,no,,25,--,--,
1146,18,,,,no,,1,"-- WADE W9150 CAST IRON 12"" SQ FLOOR SINK WITH 10"" SUMP, A.R.E. INTERIOR, ALUMINUM DOME STRAINER AND NICKEL BRONZE HI...","--
WADE
W9150
CAST IRON 12"" SQ FLOOR SINK WITH 10"" SUMP, A.R.E. INTERIOR, ALUMINUM DOME STRAINER AND NICKEL
BRONZE HINGED TOP, 3"" OUTLET, INSTALL WITH PROVENT TRAP GUARD SEALING DEVICE, OR EQUAL.",
1147,18,,,,no,,1,"PRESSURE WASHER LANDA MODEL #MHC3-30324, OR EQUAL. WATER PORTABLE POWER WASHER, GASOLINE-POWERED, DIESEL-HEATED, CAPA...","PRESSURE
WASHER
LANDA MODEL #MHC3-30324, OR EQUAL. WATER PORTABLE POWER WASHER, GASOLINE-POWERED,
DIESEL-HEATED, CAPABLE OF 3.0GPM AT 3000 PSI, . INCLUDE 50' X 1/2"" X 5000 PSI HP HOSE, VARIABLE PRESSURE
DUAL LANCE WAND WITH TRIGGER GUN CONTROL AND FLOAT TANK AND INLET DETERGENT VALVE. ALSO
INCLUDE 50' X 3/8"" COMMERCIAL GRADE REINFORCED RUBBER HOSE (BLACK). PROVIDE A 10""X14"" VINYL SIGN
READING: ""WARNING - DO NOT OPERATE MACHINERY
INSIDE WITHOUT VENTILATING TO OUTSIDE"".",
1148,18,,,,no,,1,"FCO-01 FLOOR CLEAN OUT FLOOR 4""","FCO-01
FLOOR CLEAN OUT
FLOOR
4""",
1149,18,,,,no,,25,--,--,
1150,18,,,,no,,25,--,--,
1151,18,,,,no,,25,--,--,
1152,18,,,,no,,1,-- WADE 6000 PROVIDE ABS TAPERED THREAD PLUG & VANDAL PROOF CLOSURES AND INSTALL IN THICKENED SLAB IN INTERIOR LOCATI...,"--
WADE
6000
PROVIDE ABS TAPERED THREAD PLUG & VANDAL PROOF CLOSURES AND INSTALL IN THICKENED SLAB IN
INTERIOR LOCATIONS.",
1153,18,,,,no,,1,FCO-02 FLOOR CLEAN OUT - HEAVY DUTY COVER FLOOR 4,"FCO-02
FLOOR CLEAN OUT -
HEAVY DUTY COVER
FLOOR
4",
1154,18,,,,no,,25,--,--,
1155,18,,,,no,,25,--,--,
1156,18,,,,no,,25,--,--,
1157,18,,,,no,,1,-- WADE 6000X PROVIDE ABS TAPERED THREAD PLUG & VANDAL PROOF CLOSURES AND INSTALL IN THICKENED SLAB IN INTERIOR LOCAT...,"--
WADE
6000X
PROVIDE ABS TAPERED THREAD PLUG & VANDAL PROOF CLOSURES AND INSTALL IN THICKENED SLAB IN
INTERIOR LOCATIONS.  PROVIDE WITH HEAVY-DUTY X MODEL FOR GARAGE LOCATIONS.",
1158,18,,,,no,,1,"YCO-01 YARD CLEAN OUT - HEAVY DUTY COVER FINISH GRADE 4""","YCO-01
YARD CLEAN OUT -
HEAVY DUTY COVER
FINISH
GRADE
4""",
1159,18,,,,no,,25,--,--,
1160,18,,,,no,,25,--,--,
1161,18,,,,no,,25,--,--,
1162,18,,,,no,,1,"-- WADE 6000X PROVIDE ABS TAPERED THREAD PLUG & VANDAL PROOF CLOSURES. PROVIDE MIN. 18""X18""X6"" DEEP CONCRETE PAD/BLOC...","--
WADE
6000X
PROVIDE ABS TAPERED THREAD PLUG & VANDAL PROOF CLOSURES. PROVIDE MIN. 18""X18""X6"" DEEP CONCRETE
PAD/BLOCK FOR 2-WAY EXTERIOR LOCATIONS  PROVIDE WITH HEAVY-DUTY X MODEL WITH BRONZE PLUG  FOR
EXTERIOR  LOCATIONS.",
1163,18,,,,no,,1,"TD-01 TRENCH DRAIN - HEAVY DUTY FLOOR 4"" 2""","TD-01
TRENCH DRAIN -
HEAVY DUTY
FLOOR
4""
2""",
1164,18,,,,no,,25,--,--,
1165,18,,,,no,,25,--,--,
1166,18,,,,no,,1,#NAME?,#NAME?,
1167,18,,,,no,,1,"POLYDRAIN 6"" WIDE POLYESTER POLYMER CONCRETE TRENCH DRAIN SYSTEM. TRENCH DRAIN TO BE SLOPED TO END DRAIN.","POLYDRAIN
6"" WIDE POLYESTER POLYMER CONCRETE TRENCH DRAIN SYSTEM. TRENCH DRAIN TO BE SLOPED TO END DRAIN.",
1168,18,,,,no,,1,"PROVIDE WITH CATCH BASIN AND SEDIMENT BUCKET AND 4""OUTLET. PROVIDE GRADE STYLE #502 SLOTTED DUCTILE IRON GRATE WITH L...","PROVIDE WITH CATCH BASIN AND SEDIMENT BUCKET AND 4""OUTLET. PROVIDE GRADE STYLE #502 SLOTTED DUCTILE
IRON GRATE WITH LOCKING DEVICES. INSTALLATION SHALL BE MY MANUFACTURER INSTRUCTIONS AND SHALL
INCLUDE POLYCLIP INSTALLATION BRACKETS. INCLUDE MANUFACTURER SPECIFIC TRENCH SHOVEL FOR MAINTENANCE.",
1169,18,,,,no,,1,"AD-01 AREA DRAIN - HEAVY DUTY FLOOR 4"" 2""","AD-01
AREA DRAIN -
HEAVY DUTY
FLOOR
4""
2""",
1170,18,,,,no,,25,--,--,
1171,18,,,,no,,25,--,--,
1172,18,,,,no,,1,"-- WADE 1890 HEAVY DUTY 24""X24"" AREA DRAIN WITH 4"" OUTLET, GALVANIZED FINISH, ANCHOR FLANGE, ALUMINUM DOME STRAINER, ...","--
WADE
1890
HEAVY DUTY 24""X24"" AREA DRAIN WITH 4"" OUTLET, GALVANIZED FINISH, ANCHOR FLANGE, ALUMINUM DOME STRAINER,
STAINLESS STEEL PERFORATED SEDIMENT BUCKET.",
1173,18,,,,no,,1,HB HOSE BIB WALL,"HB
HOSE BIB
WALL",
1174,18,,,,no,,25,--,--,
1175,18,,,,no,,1,"-- 1/2""","--
1/2""",
1176,18,,,,no,,25,--,--,
1177,18,,,,no,,1,"-- WOODFORD 24 ANTI-SIPHON, VACUUM BREAKER PROTECTED FAUCET.","--
WOODFORD
24
ANTI-SIPHON, VACUUM BREAKER PROTECTED FAUCET.",
1178,18,,,,no,,1,FPWH FREEZE PROOF WATER HYDRANT WALL,"FPWH
FREEZE PROOF
WATER HYDRANT
WALL",
1179,18,,,,no,,25,--,--,
1180,18,,,,no,,1,"-- 3/4""","--
3/4""",
1181,18,,,,no,,25,--,--,
1182,18,,,,no,,1,#NAME?,#NAME?,
1183,18,,,,no,,1,"OT-W1 OIL TRAP FLOOR 4"" 3""","OT-W1
OIL TRAP
FLOOR
4""
3""",
1184,18,,,,no,,25,--,--,
1185,18,,,,no,,25,--,--,
1186,18,,,,no,,1,"-- SCHIER OS-50 POLYETHYLENE MOLDED, 57 GALLON CAPACITY, 50 GPM MAX FLOW RATE. PROVIDE WITH FIELD ADJUSTABLE RISERS A...","--
SCHIER
OS-50
POLYETHYLENE MOLDED, 57 GALLON CAPACITY, 50 GPM MAX FLOW RATE. PROVIDE WITH FIELD ADJUSTABLE RISERS AS
REQUIRED TO INSTALL FLUSH WITH FINISH FLOOR, AND 16,000 lbs HEAVY DUTY HIGHWAY RATED COVER. INSTALL PER
MANUFACTURER'S REQUIREMENTS.",
1187,18,,,,yes,RN157,2,NOTE:  EQUIPMENT ON THIS SHEET HAS BEEN USED AS THE BASIS OF DESIGN. COMPETITIVE BIDDING IS DESIRED. ALL EQUIPMENT SU...,"NOTE:  EQUIPMENT ON THIS SHEET HAS BEEN USED AS THE BASIS OF
DESIGN. COMPETITIVE BIDDING IS DESIRED. ALL EQUIPMENT
SUBSTITUTIONS WILL BE SUBJECT TO OWNER/ARCHITECT/ENGINEER
SUBMITTAL REVIEW PROCESS TO DETERMINE AS EQUAL.",
1188,18,,,,no,,2,NOTES:,NOTES:,
1189,18,,,,no,,1,1. EQUIPMENT SCHEDULED IS BASIS OF DESIGN. PROPOSED FIXTURES TO BE SUBSTITUTED BY CONTRACTOR WILL BE SUBJECT TO OWNER...,1. EQUIPMENT SCHEDULED IS BASIS OF DESIGN. PROPOSED FIXTURES TO BE SUBSTITUTED BY CONTRACTOR WILL BE SUBJECT TO OWNER/ENGINEER/ARCHITECT SUBMITTAL REVIEW AND WRITTEN APPROVAL PROCESS.,
1190,18,,,,no,,1,"4""STORM DRAIN PIPING TO SERVICES LOCATED ON SITE.","4""STORM DRAIN PIPING TO SERVICES LOCATED ON SITE.",
1191,18,,,,no,,1,REFER TO CIVIL DRAWINGS FOR  CONTINUATION.,REFER TO CIVIL DRAWINGS FOR  CONTINUATION.,
1192,18,,,,no,,18,NO.,NO.,
1193,18,,,,yes,RN6,18,DESCRIPTION DATE,"DESCRIPTION
DATE",
1194,18,,,,no,,23,1,1,
1195,18,,,,no,,21,2,2,
1196,18,,,,no,,23,1,1,
1197,18,,,,no,,21,2,2,
1198,18,,,,no,,1,2-WAY YCO-01,2-WAY YCO-01,
1199,18,,,,no,,1,"CONNECT 3""V TO OT-W1 VENT CONNECTION","CONNECT 3""V TO OT-W1
VENT CONNECTION",
1200,18,,,,yes,RN8,18,SUBMITTAL: REVISION HISTORY,"SUBMITTAL:
REVISION HISTORY",
1201,18,,,,no,,1,4'x4' CONCRETE PAD. REFER TO CIVIL FOR DETAILS.,"4'x4' CONCRETE PAD. REFER
TO CIVIL FOR DETAILS.",
1202,18,,,,no,,1,"3""V BURIED","3""V BURIED",
1203,18,,,,no,,1,OT-W1,OT-W1,
1204,18,,,,no,,1,YCO-01,YCO-01,
1205,18,,,,no,,7,C C,"C
C",
1206,18,,,,no,,7,C C,"C
C",
1207,18,,,,no,,1,"2"" NON-POTABLE WATER DOWN TO UNDER SLAB.","2"" NON-POTABLE
WATER DOWN TO
UNDER SLAB.",
1208,18,,,,no,,1,TD-01,TD-01,
1209,18,,,,no,,2,TH-W1,TH-W1,
1210,18,,,,no,,3,FCO-02,FCO-02,
1211,18,,,,no,,1,"3""VTR","3""VTR",
1212,18,,,,no,,1,"2"" CW RISER FROM UNDER SLAB.","2"" CW RISER FROM
UNDER SLAB.",
1213,18,,,,no,,1,"3/4"" HOSE BIBB","3/4"" HOSE BIBB",
1214,18,,,,no,,1,PLAN VIEW,PLAN VIEW,
1215,18,,,,no,,1,REDUCED PRESSURE BACKFLOW PREVENTER WITH FULL PORT BALL VALVES.,"REDUCED PRESSURE
BACKFLOW PREVENTER WITH
FULL PORT BALL VALVES.",
1216,18,,,,no,,2,"4""SD","4""SD",
1217,18,,,,no,,1,"2"" CAMLOCK HOSE FITTING.","2"" CAMLOCK
HOSE FITTING.",
1218,18,,,,no,,1,"RISE 1""G (2PSI) ABOVE GRADE AND INSTALL SHUT-OFF PROPANE COCK AND PRESSURE REGULATOR AT 18"" ABOVE FINISH GRADE.","RISE 1""G (2PSI) ABOVE GRADE AND INSTALL SHUT-OFF PROPANE
COCK AND PRESSURE REGULATOR AT 18"" ABOVE FINISH GRADE.",
1219,18,,,,no,,1,"TRANSITION TO 1-1/2""G (0.5PSI) PROPANE LINE AFTER REGULATOR.","TRANSITION TO 1-1/2""G (0.5PSI) PROPANE LINE AFTER REGULATOR.",
1220,18,,,,no,,1,CONTINTUE TO RISE 6' A.F.F. AND EXTEND INTO BUILDING. PAINT ALL EXTERIOR PROPANE PIPING TO MATCH ADJACENT BUILDING WA...,"CONTINTUE TO RISE 6' A.F.F. AND EXTEND INTO BUILDING. PAINT ALL
EXTERIOR PROPANE PIPING TO MATCH ADJACENT BUILDING WALLS.",
1221,18,,,,yes,RN84,2,"1""G (0.5PSI)","1""G (0.5PSI)",
1222,18,,,,yes,RN1,19,CONSTRUCTION DOCUMENTS,"CONSTRUCTION
DOCUMENTS",
1223,18,,,,yes,RN5,18,AS INDICATED,AS INDICATED,
1224,18,,,,no,,1,PIPE OR UNISTRUT SUPPORTS ANCHORED TO FLOOR. (TYP.),"PIPE OR UNISTRUT
SUPPORTS ANCHORED
TO FLOOR. (TYP.)",
1225,18,,,,yes,RN102,2,240621 08/08/2025,"240621
08/08/2025",
1226,18,,,,no,,1,INSTALL PROPANE PIPING AS HIGH AS POSSIBLE. COORDINATE WITH OVERHEAD DOORS AND HOIST. PAINT TO MATCH ADJACENT BUILDIN...,"INSTALL PROPANE PIPING AS HIGH AS
POSSIBLE. COORDINATE WITH OVERHEAD
DOORS AND HOIST. PAINT TO MATCH
ADJACENT BUILDING WALLS OR CEILING.
(TYP)",
1227,18,,,,no,,1,"1"" BURIED PROPANE PIPING (2PSI) FROM SITE PROPANE TANKS. REFER TO CIVIL DRAWINGS FOR SITE ROUTING AND TANK LOCATION.","1"" BURIED PROPANE PIPING (2PSI) FROM SITE
PROPANE TANKS. REFER TO CIVIL DRAWINGS FOR
SITE ROUTING AND TANK LOCATION.",
1228,18,,,,yes,RN136,2,EDZ BAH EDZ,"EDZ
BAH
EDZ",
1229,18,,,,no,,1,"UNION 18"" ABOVE FINISH FLOOR.","UNION
18"" ABOVE
FINISH FLOOR.",
1230,18,,,,yes,RN13,15,DATE: PROJECT NO: DESIGNED BY: DRAWN BY: APPROVED BY:,"DATE:
PROJECT NO:
DESIGNED BY:
DRAWN BY:
APPROVED BY:",
1231,18,,,,no,,1,FINISHED FLOOR.,FINISHED FLOOR.,
1232,18,,,,no,,1,PROVIDE ADDITIONAL BOLLARDS AS REQUIRED TO PROTECT PROPANE SERVICE. REFER TO CIVIL DRAWINGS FOR ADDITIONAL INFORMATION.,"PROVIDE ADDITIONAL BOLLARDS AS REQUIRED
TO PROTECT PROPANE SERVICE. REFER TO CIVIL
DRAWINGS FOR ADDITIONAL INFORMATION.",
1233,18,,,,no,,1,"1 1/2""G (0.5PSI)","1 1/2""G (0.5PSI)",
1234,18,,,,no,,19,SCALE:,SCALE:,
1235,18,,,,no,,3,FCO-02,FCO-02,
1236,18,,,,no,,7,B B,"B
B",
1237,18,,,,no,,7,B B,"B
B",
1238,18,,,,no,,1,"1-1/2""G PIPING THRU WALL AND RISE UP TIGHT ALONG WALL AS HIGH AS POSSIBLE.","1-1/2""G PIPING THRU WALL
AND RISE UP TIGHT ALONG
WALL AS HIGH AS POSSIBLE.",
1239,18,,,,no,,1,ELEVATION VIEW,ELEVATION VIEW,
1240,18,,,,no,,1,"2"" CW FROM SERVICES ON SITE.","2"" CW FROM
SERVICES ON SITE.",
1241,18,,,,no,,1,"2"" NON-POTABLE WATER EXTENDED TO SITE.","2"" NON-POTABLE
WATER EXTENDED TO
SITE.",
1242,18,,,,no,,1,"INSTALL 2"" FILL VALVE WITH 2"" CAMLOCK FIRE HOSE (25LF) WITH QUICK-CONNECT COUPLINGS. FINAL HOSE CONNECTION TO BE APPR...","INSTALL 2"" FILL VALVE WITH 2"" CAMLOCK FIRE HOSE (25LF) WITH
QUICK-CONNECT COUPLINGS. FINAL HOSE CONNECTION TO BE
APPROVED BY OWNER. MAINTAIN SUFFICIENT CLEARANCE FROM
CATWALK SUPPORT FOR HOSE CONNECTION USE.",
1243,18,,,,yes,RN3,19,OKLAHOMA DEPARTMENT OF TRANSPORTATION,OKLAHOMA DEPARTMENT OF TRANSPORTATION,
1244,18,,,,yes,RN84,2,"1""G (0.5PSI)","1""G (0.5PSI)",
1245,18,,,,no,,1,NO SCALE 3 Backflow Preventor Detail,"NO SCALE
3
Backflow Preventor Detail",
1246,18,,,,yes,RN2,19,MAINTENANCE FACILITY,MAINTENANCE FACILITY,
1247,18,,,,no,,1,"BURIED 2"" NON-POTABLE WATER SUPPLY TO HYDRANT/FILL STATION ON SITE. YARD HYDRANTS, WOODFORD MODEL Y2 OR APPROVED EQUA...","BURIED 2"" NON-POTABLE WATER SUPPLY TO HYDRANT/FILL STATION ON
SITE. YARD HYDRANTS, WOODFORD MODEL Y2 OR APPROVED EQUAL,
SHALL BE PROVIDED AND INSTALLED AT ALL LOCATIONS SHOWS ON CIVIL
DRAWINGS. REFER TO CIVIL DRAWINGS FOR SITE ROUTING AND LOCATIONS.",
1248,18,,,,yes,RN132,2,DISTRICT 4 - LOGAN COUNTY,DISTRICT 4 - LOGAN COUNTY,
1249,18,,,,no,,1,AD-01,AD-01,
1250,18,,,,no,,1,"2""N.P.","2""N.P.",
1251,18,,,,no,,1,"2""VTR","2""VTR",
1252,18,,,,yes,RN142,2,"GUTHRIE, OKLAHOMA","GUTHRIE, OKLAHOMA",
1253,18,,,,no,,1,"INSTALL 2"" REDUCED PRESSURE PRINCIPLE BACKFLOW PREVENTER, APOLLOW RP4A OR APPROVED EQUAL.","INSTALL 2"" REDUCED PRESSURE PRINCIPLE BACKFLOW
PREVENTER, APOLLOW RP4A OR APPROVED EQUAL.",
1254,18,,,,no,,1,SUPPOPRT PIPING FROM MULTIPLE FLOOR BRACES TO ENSURE RIGIDITY. REFER TO DETAIL 3 THIS SHEET.,"SUPPOPRT PIPING FROM MULTIPLE FLOOR BRACES TO
ENSURE RIGIDITY. REFER TO DETAIL 3 THIS SHEET.",
1255,18,,,,no,,1,"DROP 2""N.P. WATER SUPPLY UNDER SLAB.","DROP 2""N.P. WATER
SUPPLY UNDER SLAB.",
1256,18,,,,no,,2,"4""SD","4""SD",
1257,18,,,,no,,1,CONNECTION FROM PROPANE SUPPLY PIPE TO ALL EQUIPMENT TO BE LOW PRESSURE HARD PIPE.,"CONNECTION FROM PROPANE
SUPPLY PIPE TO ALL
EQUIPMENT TO BE LOW
PRESSURE HARD PIPE.",
1258,18,,,,no,,1,NOT FLEX PIPE OR CORRUGATED TUBING.,"NOT FLEX PIPE OR
CORRUGATED TUBING.",
1259,18,,,,no,,3,FCO-02,FCO-02,
1260,18,,,,no,,2,TH-W2,TH-W2,
1261,18,,,,no,,1,"2"" DOMESTIC WATER PIPING FROM SITE UTILITY CONNECTION. REFER TO CIVIL DRAWINGS FOR CONTINUATION.","2"" DOMESTIC WATER PIPING FROM SITE
UTILITY CONNECTION. REFER TO CIVIL
DRAWINGS FOR CONTINUATION.",
1262,18,,,,no,,8,A A,"A
A",
1263,18,,,,no,,8,A A,"A
A",
1264,18,,,,no,,1,HOSE BIBB INSTALLED SUCH THAT HOSE CONNECTION POINT IS FLUSH WITH SIDE OF CATWALK FOR EASE OF ACCESS. WOODFORD MODEL ...,"HOSE BIBB INSTALLED SUCH THAT HOSE CONNECTION
POINT IS FLUSH WITH SIDE OF CATWALK FOR EASE OF
ACCESS. WOODFORD MODEL 24, OR EQUAL.",
